id,nama,tanggal,jumlah
TRX04396,NWAKF,2024-10-14,920.2
TRX04397,PLYPL,2023-01-20,604.49
TRX04398,OFINU,2025-09-08,225.55
TRX04399,STQNQ,2024-07-26,489.14
TRX04400,IQVHT,2025-01-13,256.3
TRX04401,TKJDL,2025-10-14,94.17
TRX04402,EPVJH,2024-09-24,114.3
TRX04403,BXNKU,2025-01-23,312.73
TRX04404,YAXGH,2025-02-25,906.77
TRX04405,UINKO,2025-12-08,385.55
TRX04406,RKWFL,2024-09-19,973.68
TRX04407,PWDMR,2024-11-08,735.49
TRX04408,HMRXH,2023-06-14,32.06
TRX04409,DRHUY,2025-07-26,190.42
TRX04410,ATOUO,2024-07-14,575.35
TRX04411,BPQIR,2024-08-16,600.24
TRX04412,JZSUG,2025-01-20,762.37
TRX04413,VEMJV,2023-12-31,909.04
TRX04414,AHYWJ,2025-10-17,283.88
TRX04415,IHDFO,2023-04-06,975.27
TRX04416,HARJQ,2023-04-11,158.03
TRX04417,RTPDZ,2024-08-13,221.01
TRX04418,ZMSFS,2023-12-04,248.72
TRX04419,NIBXP,2023-12-02,769.31
TRX04420,HWEHM,2024-06-09,481.82
TRX04421,SMFOY,2023-12-24,197.86
TRX04422,RHXLZ,2025-09-24,590.36
TRX04423,TBCAT,2025-07-06,971.11
TRX04424,UZQBN,2025-09-25,889.57
TRX04425,OFHVK,2023-04-17,445.48
TRX04426,JRPWD,2024-10-25,851.12
TRX04427,KTSLR,2023-07-06,350.13
TRX04428,BXLNU,2025-03-14,870.3
TRX04429,YHNIC,2024-06-25,742.95
TRX04430,YWCEQ,2023-12-04,490.69
TRX04431,DZOCF,2025-02-24,752.19
TRX04432,MGDUS,2023-03-07,363.34
TRX04433,DGAMU,2025-10-13,528.36
TRX04434,NJORT,2024-12-24,621.18
TRX04435,GKGNS,2025-10-17,688.82
TRX04436,XHJDY,2025-09-27,222.98
TRX04437,MHUCO,2023-08-03,718.83
TRX04438,VRKBU,2024-12-15,671.33
TRX04439,LDSBO,2024-09-05,592.65
TRX04440,VGCAP,2023-03-05,329.59
TRX04441,BSKUT,2025-01-28,499.52
TRX04442,JCWTJ,2024-01-29,933.15
TRX04443,BOQPP,2025-08-29,670.12
TRX04444,WPQTX,2023-08-29,740.4
TRX04445,LLGTH,2024-04-12,106.28
TRX04446,SQLIV,2024-06-16,373.7
TRX04447,MUULM,2024-01-06,217.65
TRX04448,RATZQ,2025-11-20,919.24
TRX04449,YFGBV,2025-05-17,562.49
TRX04450,OJNON,2024-02-04,642.25
TRX04451,OTAHO,2025-10-25,629.35
TRX04452,MSMCW,2023-08-08,474.97
TRX04453,BLBYZ,2023-02-04,592.46
TRX04454,AIGOY,2023-04-18,830.07
TRX04455,SCPGI,2024-01-06,103.91
TRX04456,YYLHQ,2024-03-11,973.0
TRX04457,AQYNU,2023-07-21,823.43
TRX04458,UGUTN,2023-11-29,938.77
TRX04459,LNNFH,2023-06-29,417.97
TRX04460,YTYJH,2023-07-24,401.56
TRX04461,ZYVZM,2024-08-08,856.85
TRX04462,ZQRCK,2025-04-30,505.98
TRX04463,FDSGO,2025-01-13,858.54
TRX04464,WSQJI,2023-12-26,834.06
TRX04465,QAWLW,2023-03-23,151.88
TRX04466,ZVPMV,2025-09-07,581.91
TRX04467,PPLAL,2024-08-24,221.55
TRX04468,LBSAQ,2023-02-21,601.07
TRX04469,EVNVI,2025-11-29,40.53
TRX04470,UHXEC,2025-09-09,655.78
TRX04471,SZKNV,2023-10-05,556.13
TRX04472,MJEFP,2025-02-10,787.02
TRX04473,RPJUM,2023-09-15,487.05
TRX04474,SAJMH,2023-11-16,257.69
TRX04475,UDMXJ,2023-05-28,911.62
TRX04476,VJFBC,2024-09-19,590.1
TRX04477,USNZP,2024-08-30,492.68
TRX04478,UOCAT,2024-06-06,194.17
TRX04479,UQAWA,2024-08-28,186.73
TRX04480,VSGRM,2025-05-31,918.46
TRX04481,DOSGH,2024-03-13,657.41
TRX04482,MAPMC,2024-10-07,818.88
TRX04483,FJSMJ,2024-08-31,861.24
TRX04484,SOWMC,2025-10-06,23.01
TRX04485,QVXJB,2025-05-18,247.35
TRX04486,NCUPK,2023-03-31,157.05
TRX04487,XHBRX,2025-05-30,259.17
TRX04488,YHYAD,2025-06-16,648.09
TRX04489,PBEFG,2023-11-25,538.88
TRX04490,NABTP,2025-09-19,985.89
TRX04491,DTNBE,2024-04-01,854.68
TRX04492,GBFMU,2025-05-15,229.15
TRX04493,TFQVP,2024-02-15,333.23
TRX04494,UQMZC,2023-03-06,193.34
TRX04495,VREHB,2023-09-06,445.98
TRX04496,SUGTZ,2023-04-24,945.94
TRX04497,QYYPK,2024-12-09,632.43
TRX04498,PZEIR,2025-08-27,42.49
TRX04499,RMSZZ,2023-08-13,336.14
TRX04500,NJMBQ,2024-10-20,808.64
TRX04501,DXZWZ,2025-10-13,300.58
TRX04502,BLYGL,2025-05-23,60.42
TRX04503,QXFHI,2023-08-01,693.04
TRX04504,RUXZE,2024-09-29,626.85
TRX04505,BLEAM,2024-09-05,604.0
TRX04506,XOECY,2024-12-03,440.65
TRX04507,NJJSR,2025-12-31,159.07
TRX04508,BAGFG,2023-10-18,394.94
TRX04509,APBDV,2023-12-21,597.74
TRX04510,DSZVT,2025-06-17,653.75
TRX04511,ATNCX,2025-02-16,689.55
TRX04512,DZSDM,2023-11-16,494.35
TRX04513,LTLRC,2023-09-21,819.82
TRX04514,WFJIN,2025-07-20,234.32
TRX04515,FDSIU,2024-12-14,356.97
TRX04516,CBRRU,2023-02-08,553.09
TRX04517,BFJJR,2024-05-30,375.64
TRX04518,RZCKT,2024-12-26,371.4
TRX04519,ISVHI,2024-01-25,959.72
TRX04520,BVUAW,2024-10-17,682.96
TRX04521,TCXTA,2025-05-27,759.16
TRX04522,HPHCI,2024-08-27,233.8
TRX04523,XVMEX,2025-02-10,736.97
TRX04524,MNHEQ,2025-01-02,843.39
TRX04525,XVRBS,2023-12-23,500.48
TRX04526,ACLJJ,2025-11-26,532.68
TRX04527,HNGSW,2024-10-17,426.56
TRX04528,QDTMZ,2024-06-02,270.76
TRX04529,JKADK,2024-05-05,884.94
TRX04530,XYZLN,2023-01-07,363.93
TRX04531,OOXIF,2024-12-03,992.51
TRX04532,MCVSD,2024-11-28,402.79
TRX04533,ZKZHM,2025-08-25,609.12
TRX04534,VYHDJ,2023-09-17,489.44
TRX04535,PMBYS,2024-06-18,224.79
TRX04536,TFZZX,2025-06-21,483.63
TRX04537,DDELX,2024-02-23,959.57
TRX04538,USRNL,2024-06-06,188.73
TRX04539,VUGVL,2025-08-17,896.74
TRX04540,WLQTP,2024-02-10,681.09
TRX04541,IOBAI,2023-04-19,24.33
TRX04542,EEKMV,2023-04-30,689.17
TRX04543,QCKKZ,2024-11-20,58.1
TRX04544,LWGFO,2023-04-29,307.58
TRX04545,GKUQG,2023-01-27,614.12
TRX04546,EMUIT,2024-06-13,65.89
TRX04547,IQWCM,2025-07-27,216.22
TRX04548,XPGKL,2023-08-12,99.68
TRX04549,MQJIF,2023-06-30,142.84
TRX04550,MZUYS,2023-07-03,785.53
TRX04551,BRESO,2023-05-16,558.92
TRX04552,LVIXC,2024-04-10,154.9
TRX04553,DOFTC,2023-02-18,809.94
TRX04554,XACOI,2025-09-01,541.71
TRX04555,KKMGG,2023-11-28,540.07
TRX04556,MJABV,2025-02-05,735.31
TRX04557,KEYZG,2024-03-02,41.11
TRX04558,HUFDM,2024-03-03,823.87
TRX04559,WNVAW,2025-05-28,994.18
TRX04560,FXRVH,2024-09-26,928.49
TRX04561,BIOAM,2024-06-30,778.15
TRX04562,GTHZE,2023-02-06,580.61
TRX04563,QHBCD,2025-12-09,766.48
TRX04564,FZPYC,2024-06-22,353.06
TRX04565,SFFTB,2025-06-30,593.34
TRX04566,UEUBN,2023-12-22,832.2
TRX04567,WIYDY,2023-09-26,537.84
TRX04568,BBXEZ,2024-05-20,322.4
TRX04569,BSGDZ,2023-11-08,67.07
TRX04570,MBGKG,2023-09-24,891.92
TRX04571,QWTAW,2024-02-13,478.56
TRX04572,JRYBI,2024-11-10,240.13
TRX04573,FMWJD,2024-04-05,69.26
TRX04574,NQVFM,2023-08-14,526.82
TRX04575,JWAHW,2025-03-23,749.81
TRX04576,KDAOC,2025-01-02,565.84
TRX04577,TKFZZ,2024-08-07,374.81
TRX04578,UJAGD,2025-11-21,585.81
TRX04579,FBAAS,2024-12-04,213.38
TRX04580,ZWZLF,2023-11-28,830.8
TRX04581,ECPZE,2025-10-13,326.19
TRX04582,UIBAQ,2025-10-29,696.33
TRX04583,RASXO,2024-02-27,124.66
TRX04584,OPCEW,2025-06-24,477.05
TRX04585,DFKYH,2025-12-29,661.1
TRX04586,QVIVY,2025-08-30,592.11
TRX04587,KAEBD,2025-06-16,119.37
TRX04588,QJKKY,2025-01-26,609.4
TRX04589,SSWYL,2023-02-17,471.45
TRX04590,WFJLX,2023-11-22,55.65
TRX04591,USTPE,2025-02-24,835.16
TRX04592,WYFHJ,2023-12-20,586.74
TRX04593,FJKTZ,2023-07-25,973.82
TRX04594,IDRIR,2023-10-05,422.76
TRX04595,EYPOZ,2025-11-27,320.04
TRX04596,FJDNJ,2024-04-05,485.68
TRX04597,VEAIK,2025-02-16,134.61
TRX04598,AWEDG,2024-11-18,404.85
TRX04599,ZYVTH,2023-06-08,569.27
TRX04600,QLGTH,2024-08-14,797.71
TRX04601,SWGFG,2024-05-15,833.38
TRX04602,FVWPV,2024-07-19,942.68
TRX04603,ZOEYN,2024-06-13,377.13
TRX04604,RGEZN,2024-12-13,508.03
TRX04605,VAIPU,2023-10-05,324.41
TRX04606,TWUCV,2023-04-23,601.39
TRX04607,WSTKR,2023-02-20,962.64
TRX04608,DARSF,2025-08-05,574.58
TRX04609,NHLPI,2023-03-25,116.72
TRX04610,IYYYH,2023-07-23,817.97
TRX04611,VGEYV,2023-12-14,175.57
TRX04612,YYARW,2025-06-14,675.95
TRX04613,KECQL,2025-02-02,568.85
TRX04614,LLHLN,2023-11-02,967.46
TRX04615,ITDBE,2025-09-01,698.8
TRX04616,SBTBA,2024-12-18,846.42
TRX04617,QPMIT,2025-06-23,481.79
TRX04618,SJZYO,2023-09-09,120.74
TRX04619,BQDDG,2023-01-13,988.33
TRX04620,HFJHM,2023-12-17,500.54
TRX04621,NALCA,2024-08-19,448.1
TRX04622,ARPVS,2025-08-31,675.47
TRX04623,CJKMF,2024-07-17,683.45
TRX04624,NPPOG,2025-05-11,648.58
TRX04625,WTXWA,2023-06-21,295.94
TRX04626,VXYWH,2023-11-08,591.67
TRX04627,EAAYF,2025-01-02,129.32
TRX04628,AHUEA,2025-12-05,978.72
TRX04629,YEQTI,2025-12-11,389.0
TRX04630,CSHAG,2023-11-04,351.7
TRX04631,QGYPY,2024-07-27,408.73
TRX04632,TXSDI,2024-03-26,943.67
TRX04633,GZIXA,2025-09-22,982.73
TRX04634,LXSNH,2024-02-10,927.56
TRX04635,XZJZM,2024-08-19,266.3
TRX04636,RDXBI,2024-04-18,782.4
TRX04637,GGUZJ,2024-12-02,616.99
TRX04638,AMMYV,2025-11-03,795.47
TRX04639,FANKA,2023-04-19,450.27
TRX04640,CQFOS,2023-08-12,273.18
TRX04641,UEPFH,2023-09-30,404.96
TRX04642,LVZUW,2024-01-15,631.49
TRX04643,BRSQV,2023-12-19,336.61
TRX04644,AAUUI,2024-01-31,624.29
TRX04645,PEZMT,2025-11-03,473.99
TRX04646,SCDOX,2024-12-03,236.93
TRX04647,FXQZT,2023-07-06,626.51
TRX04648,IYDKZ,2023-12-18,772.53
TRX04649,YRYUK,2023-10-13,951.88
TRX04650,YHOTI,2024-11-20,724.65
TRX04651,IMIRI,2025-09-17,298.99
TRX04652,NOZJP,2023-10-24,248.7
TRX04653,QZUEU,2023-11-23,450.73
TRX04654,XMDRT,2025-04-04,254.67
TRX04655,AQTPV,2023-06-27,715.59
TRX04656,SZNPI,2025-08-24,429.33
TRX04657,SHWMH,2025-07-15,948.25
TRX04658,NIJXQ,2023-04-25,756.98
TRX04659,OETQY,2023-12-08,617.49
TRX04660,GQWOV,2025-07-30,951.79
TRX04661,QHJWD,2023-12-19,160.85
TRX04662,JCKXT,2023-04-10,816.58
TRX04663,QQVET,2023-04-15,641.61
TRX04664,QPCEE,2024-04-17,246.17
TRX04665,JMMNP,2024-02-18,276.87
TRX04666,OTDND,2025-09-21,40.33
TRX04667,DNSQF,2023-04-30,446.91
TRX04668,LCYIX,2023-05-06,120.27
TRX04669,ERCSE,2025-07-25,901.44
TRX04670,UAXPM,2024-09-02,88.28
TRX04671,PKZVX,2023-10-21,733.79
TRX04672,QLKGQ,2024-11-27,963.75
TRX04673,OIHCJ,2024-07-02,175.06
TRX04674,SJFGB,2024-03-15,445.83
TRX04675,SALRV,2023-02-28,702.29
TRX04676,XLCKA,2025-09-04,30.43
TRX04677,YPIDX,2024-08-27,812.03
TRX04678,GPEUS,2023-06-13,731.15
TRX04679,URCAF,2024-09-15,937.94
TRX04680,UGEIK,2025-03-23,197.36
TRX04681,ZVGUE,2023-04-23,350.1
TRX04682,TIONL,2023-11-30,754.89
TRX04683,MHCNE,2024-06-24,612.49
TRX04684,WUADB,2024-12-15,830.98
TRX04685,AJQPB,2025-01-09,893.06
TRX04686,HFLWQ,2023-07-04,984.81
TRX04687,DTLFP,2025-03-13,766.45
TRX04688,RWKFG,2024-05-13,922.46
TRX04689,ZHTJS,2025-06-16,985.8
TRX04690,WPDAK,2024-01-01,871.5
TRX04691,VLHGZ,2025-04-12,743.07
TRX04692,XLFNG,2024-03-28,796.66
TRX04693,OMIRD,2025-01-16,294.67
TRX04694,ZPPLR,2024-01-03,583.46
TRX04695,QOUBS,2025-11-14,548.4
TRX04696,MYKRY,2023-02-26,559.46
TRX04697,LYZOY,2025-12-11,958.04
TRX04698,EHYMN,2024-08-04,725.84
TRX04699,THUIK,2025-11-29,388.53
TRX04700,PHKDJ,2023-05-21,859.59
TRX04701,CDPZV,2024-09-13,538.53
TRX04702,WHKXU,2024-02-13,127.75
TRX04703,UKQST,2024-08-03,800.98
TRX04704,AHXWV,2025-02-07,858.18
TRX04705,INMZZ,2025-03-22,212.16
TRX04706,OXHTR,2025-09-13,371.82
TRX04707,NMOLP,2024-11-30,403.06
TRX04708,DAYSY,2023-02-11,42.46
TRX04709,RTBZR,2023-02-26,702.36
TRX04710,VWUVR,2024-05-09,33.58
TRX04711,KMYGH,2023-01-08,461.88
TRX04712,MYCZL,2025-06-13,925.15
TRX04713,QOUXC,2024-09-23,913.69
TRX04714,UQLAN,2025-07-19,478.46
TRX04715,ALBIW,2025-01-27,38.23
TRX04716,JYVUC,2023-08-29,363.93
TRX04717,MLFTW,2024-03-03,606.85
TRX04718,HEBQT,2024-07-12,83.21
TRX04719,ZQZJM,2025-10-26,492.02
TRX04720,OMFYE,2025-12-19,521.82
TRX04721,JKRHY,2025-10-14,789.91
TRX04722,EXYQJ,2025-08-18,618.52
TRX04723,RDZZW,2025-08-27,134.22
TRX04724,HHIWK,2025-10-12,194.99
TRX04725,OWGDR,2024-10-27,953.46
TRX04726,LSAEB,2024-09-06,507.93
TRX04727,BDAGU,2024-10-19,582.63
TRX04728,XGDEP,2025-04-27,793.18
TRX04729,PWBIR,2024-06-02,217.43
TRX04730,XGQIP,2025-12-04,380.95
TRX04731,GFSAK,2025-10-24,887.89
TRX04732,BEZJQ,2024-01-11,385.29
TRX04733,HUMRA,2025-01-04,871.77
TRX04734,NOUGV,2023-07-03,463.87
TRX04735,UCZAB,2025-05-19,805.72
TRX04736,DRRQG,2025-06-16,582.15
TRX04737,ITUKN,2024-12-06,961.83
TRX04738,PBQZK,2023-06-23,643.11
TRX04739,YMUIG,2024-07-16,295.33
TRX04740,CNSLN,2024-11-16,174.77
TRX04741,GOSBU,2023-04-17,787.21
TRX04742,BDIFG,2024-09-18,846.71
TRX04743,TFPMB,2023-09-14,407.38
TRX04744,KAXZO,2024-04-29,798.46
TRX04745,MYVNA,2024-10-12,137.4
TRX04746,DXCJS,2025-09-14,863.56
TRX04747,KIPOK,2023-06-21,319.03
TRX04748,OHBZP,2024-08-29,945.42
TRX04749,TFSAM,2025-04-25,314.06
TRX04750,HSKVP,2025-11-21,600.44
TRX04751,JKSZN,2023-07-26,169.48
TRX04752,MNMHR,2023-08-22,518.71
TRX04753,LOUCD,2025-05-27,611.38
TRX04754,YFWOF,2024-04-02,904.71
TRX04755,XQAMY,2024-10-31,917.54
TRX04756,PBCKU,2023-02-19,673.87
TRX04757,BLTQZ,2025-12-06,148.85
TRX04758,LHBVX,2023-03-31,122.16
TRX04759,NFMOG,2025-11-04,783.7
TRX04760,GDTLY,2023-09-22,284.41
TRX04761,SFSWQ,2024-11-03,955.62
TRX04762,VMPCR,2024-09-21,701.72
TRX04763,SIIIN,2025-07-15,762.42
TRX04764,SNOPX,2024-11-03,878.57
TRX04765,SZWZH,2025-06-07,631.1
TRX04766,BPJIL,2024-05-22,575.43
TRX04767,UECRS,2025-09-03,776.67
TRX04768,LKNYU,2025-12-27,598.29
TRX04769,CVEXU,2023-12-18,159.59
TRX04770,OIIBC,2024-01-10,330.31
TRX04771,WBBOE,2024-04-17,622.61
TRX04772,HUVVN,2024-04-05,710.44
TRX04773,RPPDJ,2024-03-22,352.46
TRX04774,TMFAW,2024-08-30,370.61
TRX04775,ZZNDX,2023-07-16,159.52
TRX04776,VNRYE,2024-03-27,484.56
TRX04777,RETVK,2025-02-21,399.63
TRX04778,WUFVT,2025-02-28,749.1
TRX04779,XPCIK,2025-02-21,366.59
TRX04780,ZHPFM,2024-06-10,763.07
TRX04781,NBMVL,2024-05-19,490.8
TRX04782,UIBWZ,2025-12-12,698.85
TRX04783,QTTLW,2025-07-06,350.87
TRX04784,XYEUL,2024-03-03,465.83
TRX04785,FAFHW,2024-12-08,979.35
TRX04786,AHVAF,2025-08-09,59.1
TRX04787,ZOBMF,2025-10-23,432.91
TRX04788,MDGFX,2025-01-29,561.61
TRX04789,AOBNT,2025-04-29,787.16
TRX04790,DDIMZ,2024-02-09,143.85
TRX04791,VMOPZ,2023-03-20,328.97
TRX04792,MJRPM,2023-04-25,147.03
TRX04793,FUQZM,2025-02-04,679.0
TRX04794,YPOBQ,2024-12-11,245.24
TRX04795,JSKMP,2025-06-25,695.64
TRX04796,DKKRF,2025-03-24,846.51
TRX04797,URTAO,2024-04-28,612.16
TRX04798,XZMZF,2024-08-21,602.96
TRX04799,UHNFU,2023-11-09,125.12
TRX04800,JLOIQ,2023-08-05,979.95
TRX04801,UQXOO,2025-10-06,410.26
TRX04802,HBNTT,2023-07-04,522.08
TRX04803,QSROV,2025-01-05,289.03
TRX04804,ZQVVE,2024-03-07,962.3
TRX04805,IDFFV,2024-02-16,893.85
TRX04806,JRVRV,2025-08-15,237.04
TRX04807,ROFWF,2023-07-04,109.71
TRX04808,CKPLF,2024-01-25,272.75
TRX04809,FTNIZ,2025-01-10,357.88
TRX04810,QFFBN,2023-12-18,469.7
TRX04811,QWESX,2024-02-27,996.27
TRX04812,WCQWR,2023-12-03,710.84
TRX04813,IDHAO,2024-12-06,69.78
TRX04814,FSIIE,2025-12-21,510.47
TRX04815,SAFTM,2023-04-25,134.32
TRX04816,RPLQV,2023-10-05,565.94
TRX04817,OPHLC,2025-11-15,176.09
TRX04818,OFXZT,2025-01-23,197.47
TRX04819,HUPCQ,2023-09-09,971.37
TRX04820,AWPFF,2025-05-17,985.83
TRX04821,WXGKE,2023-06-05,90.73
TRX04822,WKFFK,2024-01-28,880.89
TRX04823,RZRVK,2025-11-12,287.3
TRX04824,UBKNA,2023-08-19,145.6
TRX04825,YLNQU,2025-01-02,227.18
TRX04826,STQWQ,2025-03-17,860.21
TRX04827,FVHAT,2024-08-30,913.81
TRX04828,IVUFO,2023-08-16,415.03
TRX04829,SEUQO,2025-03-06,831.09
TRX04830,ABOHP,2024-12-26,280.15
TRX04831,NRYOW,2023-10-25,324.65
TRX04832,GOXDZ,2023-03-12,51.41
TRX04833,KIZSF,2023-11-16,239.42
TRX04834,IWLSS,2025-06-04,210.81
TRX04835,VLLFG,2024-06-04,646.98
TRX04836,PVOJP,2025-06-10,874.19
TRX04837,OLYKY,2025-05-16,372.05
TRX04838,HTYWF,2023-04-28,879.27
TRX04839,KCTQK,2023-06-04,45.35
TRX04840,LGIYK,2024-06-12,225.43
TRX04841,VMKTV,2024-05-06,868.42
TRX04842,GZHUJ,2023-03-26,307.47
TRX04843,XVGFN,2025-08-18,555.42
TRX04844,SDSFN,2025-07-19,458.33
TRX04845,NHXTJ,2024-09-05,221.46
TRX04846,LQELE,2024-10-29,32.64
TRX04847,DZQPB,2023-12-22,947.31
TRX04848,EDKFS,2023-05-21,676.56
TRX04849,EGBTC,2024-05-11,61.7
TRX04850,VGFWE,2025-03-09,335.96
TRX04851,SLCOQ,2024-06-27,99.93
TRX04852,DYKNA,2025-09-13,626.38
TRX04853,CNQLT,2024-09-10,423.71
TRX04854,EHQAF,2025-10-08,861.23
TRX04855,QQRCO,2025-05-02,220.04
TRX04856,PGCZJ,2023-06-16,877.1
TRX04857,YYHFC,2024-08-19,447.73
TRX04858,ZGVLZ,2025-10-17,649.99
TRX04859,GMVSS,2024-06-13,673.53
TRX04860,SENBS,2023-10-17,499.57
TRX04861,HRFBY,2024-10-23,864.61
TRX04862,JCOCX,2023-01-09,503.83
TRX04863,IHZCZ,2025-03-03,877.3
TRX04864,AFBDN,2023-02-04,550.57
TRX04865,GLOUF,2023-02-20,825.0
TRX04866,NYQIB,2023-08-03,599.76
TRX04867,BCVNO,2025-10-19,308.53
TRX04868,VXEZD,2023-05-07,284.64
TRX04869,HGNEN,2023-09-16,98.84
TRX04870,RHWAL,2024-11-23,593.39
TRX04871,NBCDL,2024-07-24,106.5
TRX04872,JPQJS,2024-06-17,779.78
TRX04873,VHVMJ,2024-12-28,405.88
TRX04874,IGVQO,2025-09-21,942.54
TRX04875,QABRH,2024-06-06,965.49
TRX04876,WBFRS,2025-05-19,545.82
TRX04877,QVERP,2023-01-25,770.88
TRX04878,OCLSE,2024-02-29,269.6
TRX04879,SWRLV,2023-08-23,976.93
TRX04880,XGUIC,2023-02-02,256.07
TRX04881,LJSIG,2025-10-04,959.87
TRX04882,BSNOB,2025-11-24,959.99
TRX04883,UAFFD,2023-04-29,156.12
TRX04884,SURJW,2024-06-05,81.4
TRX04885,KJUIA,2024-04-03,230.3
TRX04886,SZZCB,2024-10-18,448.66
TRX04887,VUHYL,2025-03-15,414.32
TRX04888,BNFLK,2024-04-24,10.31
TRX04889,REDHM,2024-12-20,774.74
TRX04890,GUQDB,2024-05-31,967.24
TRX04891,UAYNO,2025-08-17,782.49
TRX04892,HCOLS,2025-08-20,276.52
TRX04893,NVBRS,2024-04-19,970.54
TRX04894,BQBLU,2025-12-08,808.95
TRX04895,QCAAA,2023-05-10,806.43
TRX04896,AYHUH,2024-12-03,643.95
TRX04897,IOMEF,2024-11-17,866.94
TRX04898,FMNTO,2024-10-15,822.09
TRX04899,UASIU,2023-10-26,98.11
TRX04900,EBKOE,2024-08-19,728.8
TRX04901,HUJLC,2024-02-04,833.64
TRX04902,RXOCP,2025-11-18,744.46
TRX04903,KGYMK,2023-12-22,626.1
TRX04904,TLYPQ,2023-08-15,781.39
TRX04905,LHQVH,2025-07-02,113.09
TRX04906,LKJCJ,2023-01-13,328.19
TRX04907,XRUZO,2025-05-06,572.22
TRX04908,XXNQT,2023-05-11,209.5
TRX04909,BZZPO,2023-05-07,438.53
TRX04910,SJCZP,2025-08-02,929.25
TRX04911,TMBZA,2023-02-22,464.7
TRX04912,YSOHU,2024-09-29,971.68
TRX04913,XFMKT,2024-03-03,74.79
TRX04914,UHGPA,2023-02-02,794.29
TRX04915,VUXAT,2024-08-08,803.38
TRX04916,TDYSS,2023-11-28,781.08
TRX04917,LKTFR,2023-06-04,735.28
TRX04918,WJFJO,2024-12-28,575.88
TRX04919,PJBNF,2024-08-14,183.53
TRX04920,OQXRU,2024-08-22,503.72
TRX04921,TLYUQ,2024-04-25,467.01
TRX04922,WSGTP,2023-04-24,111.46
TRX04923,QJRNE,2024-04-12,709.38
TRX04924,MWLZN,2024-03-31,687.65
TRX04925,UAMUT,2023-11-14,659.09
TRX04926,XBGVA,2024-05-15,483.43
TRX04927,RXEIC,2023-06-09,963.11
TRX04928,PPULA,2025-11-09,349.33
TRX04929,QVPSW,2024-08-29,429.12
TRX04930,ZUMAF,2025-04-21,671.18
TRX04931,JNLHC,2025-01-27,215.75
TRX04932,NXFXW,2023-05-08,920.2
TRX04933,LSPTT,2024-02-04,524.39
TRX04934,JLWKJ,2023-04-21,986.99
TRX04935,WGJFK,2025-04-18,84.34
TRX04936,EOWIW,2024-09-15,304.77
TRX04937,NYFRZ,2023-02-15,292.28
TRX04938,BREOR,2025-03-25,792.91
TRX04939,BTYNH,2025-09-19,516.23
TRX04940,NWTVE,2025-10-28,378.81
TRX04941,MYYXP,2024-12-30,395.05
TRX04942,USDWO,2023-11-09,382.51
TRX04943,OAZQQ,2025-05-28,243.13
TRX04944,ZDZYE,2024-09-30,203.41
TRX04945,IKZME,2024-01-14,650.57
TRX04946,DABAE,2023-04-06,933.65
TRX04947,FLVNS,2025-05-15,271.75
TRX04948,KRWOB,2025-01-13,46.72
TRX04949,DKQEX,2023-06-01,762.43
TRX04950,OYNIW,2025-12-02,289.54
TRX04951,GNBYC,2025-05-31,604.44
TRX04952,HPJVC,2024-11-07,213.46
TRX04953,LTPXF,2024-05-19,795.69
TRX04954,UVZLL,2025-01-07,548.88
TRX04955,KSBPJ,2024-09-17,238.71
TRX04956,RWAFB,2024-04-17,62.73
TRX04957,JXEME,2025-03-25,697.49
TRX04958,CSJKK,2023-05-16,983.65
TRX04959,YCDNY,2023-06-23,343.28
TRX04960,VBACO,2023-08-07,995.42
TRX04961,PBHEF,2023-01-03,281.91
TRX04962,OXUOH,2025-10-08,412.81
TRX04963,VUJDE,2024-06-28,573.28
TRX04964,KHUHD,2025-03-06,41.91
TRX04965,LEQET,2023-02-12,300.83
TRX04966,JDJTH,2023-07-05,429.27
TRX04967,SUDYS,2025-06-25,910.18
TRX04968,WFILN,2025-07-03,37.36
TRX04969,VMYQF,2024-03-03,570.84
TRX04970,IHADZ,2023-03-29,499.07
TRX04971,ILFBF,2023-08-25,102.06
TRX04972,BNSDN,2024-09-17,704.68
TRX04973,COFQL,2025-01-22,763.39
TRX04974,IDOFM,2025-05-02,451.61
TRX04975,TCAHM,2023-04-16,933.36
TRX04976,UKLHX,2023-09-25,858.46
TRX04977,KBHUT,2024-05-01,390.86
TRX04978,WVBYI,2024-12-24,895.71
TRX04979,TFAYN,2024-03-19,433.54
TRX04980,SEPUY,2023-11-14,653.53
TRX04981,DXXXF,2023-02-13,513.39
TRX04982,JQUXY,2024-02-14,936.59
TRX04983,GOUOJ,2024-05-14,302.98
TRX04984,UXZXP,2023-02-01,499.75
TRX04985,OFAPG,2025-02-19,130.83
TRX04986,QMHVR,2025-09-09,30.17
TRX04987,UIKIH,2024-10-12,435.09
TRX04988,MISOJ,2025-08-24,650.35
TRX04989,ONOTF,2023-08-18,941.74
TRX04990,AWVMK,2023-06-29,726.01
TRX04991,WHSQD,2024-07-08,493.87
TRX04992,VNPPL,2024-05-03,531.47
TRX04993,VBXNO,2024-07-31,250.78
TRX04994,VYSWY,2025-12-06,492.36
TRX04995,UXJNQ,2023-06-05,592.73
TRX04996,OJDBS,2023-06-22,784.8
TRX04997,FZVVN,2024-10-12,639.6
TRX04998,MVGWN,2024-05-02,154.19
TRX04999,ZCCZU,2023-02-01,483.37
TRX05000,OZGDA,2023-08-25,743.74
TRX05001,QQANB,2025-02-09,669.8
